trace,len,percentage,Variant_Name,len_trace
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,""CODE OK"",""CODE OK"")",1,0.001,Variant_925,10
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",MANUAL,MANUAL)",1,0.001,Variant_926,8
"(NEW,FIN,RELEASE,""CODE OK"",""CODE OK"",""CODE NOK"",""CODE OK"",""CODE OK"",BILLED)",1,0.001,Variant_927,9
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,""SET STATUS"")",1,0.001,Variant_928,7
"(NEW,FIN,RELEASE,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"")",1,0.001,Variant_929,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",BILLED,STORNO,REJECT,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE NOK"",""SET STATUS"")",1,0.001,Variant_930,15
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,""CODE OK"",BILLED)",1,0.001,Variant_931,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED,""CODE OK"")",1,0.001,Variant_932,19
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,MANUAL,""CODE OK"",MANUAL,""CODE OK"")",1,0.001,Variant_933,21
"(NEW,FIN,RELEASE,BILLED,MANUAL,MANUAL,STORNO,REJECT,MANUAL,MANUAL,BILLED)",1,0.001,Variant_934,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,""CODE OK"")",1,0.001,Variant_935,17
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_936,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,""CODE NOK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_937,27
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"")",1,0.001,Variant_938,9
"(NEW,FIN,MANUAL,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_939,6
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE OK"",""CODE OK"",BILLED)",1,0.001,Variant_940,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,REJECT,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_941,16
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",""SET STATUS"",REOPEN,DELETE)",1,0.001,Variant_942,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",MANUAL,""CODE OK"",""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_943,13
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,""CODE OK"",RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_944,18
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE ERROR"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE NOK"",""SET STATUS"")",1,0.001,Variant_945,17
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_946,18
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_947,11
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,MANUAL,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_948,13
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",DELETE)",1,0.001,Variant_949,17
"(NEW,FIN,REOPEN,FIN,REOPEN,FIN,REOPEN,FIN,REOPEN,DELETE)",1,0.001,Variant_950,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_951,15
"(NEW,FIN,REOPEN,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_952,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_953,16
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,BILLED)",1,0.001,Variant_954,16
"(NEW,FIN,RELEASE,""CODE OK"",""CODE OK"",BILLED,MANUAL,""CODE OK"",STORNO,REJECT,MANUAL,MANUAL,""CODE OK"",BILLED)",1,0.001,Variant_955,14
"(NEW,FIN,RELEASE,BILLED,MANUAL,MANUAL,MANUAL)",1,0.001,Variant_956,7
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_957,12
"(NEW,FIN,RELEASE,FIN,RELEASE,""CODE NOK"",""CODE NOK"",BILLED)",1,0.001,Variant_958,8
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED,""CODE OK"",STORNO,REJECT,MANUAL,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_959,15
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,""CODE NOK"",FIN,""SET STATUS"")",1,0.001,Variant_960,9
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",""SET STATUS"")",1,0.001,Variant_961,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_962,18
"(NEW,FIN,RELEASE,BILLED,MANUAL,MANUAL,MANUAL,MANUAL,MANUAL,MANUAL)",1,0.001,Variant_963,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",""SET STATUS"",""SET STATUS"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_964,19
"(NEW,FIN,RELEASE,BILLED,STORNO,""SET STATUS"",DELETE)",1,0.001,Variant_965,7
"(NEW,FIN,RELEASE,""CODE NOK"",FIN,RELEASE,""CODE NOK"",REOPEN,DELETE)",1,0.001,Variant_966,9
"(NEW,MANUAL,MANUAL,""CHANGE END"",FIN,RELEASE,BILLED)",1,0.001,Variant_967,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_968,14
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_969,24
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",STORNO,REJECT,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",""SET STATUS"",RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",""SET STATUS"")",1,0.001,Variant_970,22
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED,STORNO,REJECT,MANUAL,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_971,13
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,""CODE NOK"",RELEASE,""CODE ERROR"",RELEASE,""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_972,21
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,DELETE)",1,0.001,Variant_973,22
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_974,21
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_975,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,""CODE ERROR"",REOPEN,FIN,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,""CODE NOK"",RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_976,34
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE ERROR"",REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_977,42
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,REOPEN,DELETE)",1,0.001,Variant_978,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",MANUAL)",1,0.001,Variant_979,12
"(NEW,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REJECT,""SET STATUS"",""SET STATUS"",DELETE)",1,0.001,Variant_980,10
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,""SET STATUS"",RELEASE,""CODE NOK"",""SET STATUS"")",1,0.001,Variant_981,10
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,DELETE)",1,0.001,Variant_982,9
"(NEW,""CHANGE DIAGN"",FIN,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_983,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED,MANUAL,""CODE OK"",MANUAL)",1,0.001,Variant_984,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,""CODE NOK"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_985,18
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,""CODE NOK"",FIN,RELEASE,""CODE NOK"",REOPEN,""CODE NOK"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_986,18
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",""SET STATUS"")",1,0.001,Variant_987,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,""SET STATUS"")",1,0.001,Variant_988,14
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,""CODE NOK"",FIN,RELEASE,""CODE NOK"",""SET STATUS"")",1,0.001,Variant_989,18
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",DELETE)",1,0.001,Variant_990,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_991,12
"(NEW,""CHANGE DIAGN"",FIN,""SET STATUS"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_992,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE ERROR"",BILLED,STORNO,REJECT,RELEASE,""CODE NOK"",""CODE NOK"",""SET STATUS"")",1,0.001,Variant_993,17
"(NEW,FIN,""CHANGE END"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_994,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_995,12
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE NOK"",BILLED)",1,0.001,Variant_996,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,""CODE OK"",BILLED)",1,0.001,Variant_997,13
"(NEW,FIN,RELEASE,BILLED,STORNO,""SET STATUS"",""SET STATUS"",REOPEN,DELETE)",1,0.001,Variant_998,9
"(NEW,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REJECT,RELEASE,DELETE)",1,0.001,Variant_999,9
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",""SET STATUS"",RELEASE,REOPEN,DELETE)",1,0.001,Variant_1000,13
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,MANUAL,REOPEN,DELETE)",1,0.001,Variant_1001,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",MANUAL,MANUAL,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_1002,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,""CODE OK"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_1003,15
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE OK"",REOPEN,DELETE)",1,0.001,Variant_1004,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",DELETE)",1,0.001,Variant_1005,11
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_1006,17
"(NEW,RELEASE,""CODE NOK"",MANUAL,MANUAL,BILLED)",1,0.001,Variant_1007,6
"(NEW,NEW,""CHANGE DIAGN"",FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED,STORNO,STORNO,REJECT,REJECT,JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,BILLED,BILLED,STORNO,STORNO,REJECT,REJECT,BILLED,BILLED,STORNO,STORNO,REJECT,REJECT,""SET STATUS"",""SET STATUS"",""SET STATUS"",""SET STATUS"")",1,0.001,Variant_1008,34
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_1009,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,MANUAL,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,MANUAL,""CODE OK"",MANUAL)",1,0.001,Variant_1010,21
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE ERROR"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE NOK"",EMPTY)",1,0.001,Variant_1011,13
"(NEW,RELEASE,""CHANGE END"",FIN,RELEASE,BILLED,STORNO,REJECT,MANUAL,BILLED)",1,0.001,Variant_1012,10
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_1013,18
"(NEW,NEW,""CHANGE DIAGN"",JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,FIN,FIN,RELEASE,RELEASE,""CODE NOK"",REOPEN,REOPEN,FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED)",1,0.001,Variant_1014,21
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",""SET STATUS"")",1,0.001,Variant_1015,12
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_1016,15
"(NEW,MANUAL,MANUAL,BILLED)",1,0.001,Variant_1017,4
"(NEW,FIN,RELEASE,FIN,RELEASE,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_1018,9
"(NEW,""CODE OK"",FIN,DELETE)",1,0.001,Variant_1019,4
